Foto;Títol;Localització;Informació;Título;Localización;Información;;;;
escut_trona_marc.jpeg;Sant Marc;Nau;Sant Marc no va ser un dels dotze apòstols però va escriure el segon Evangeli canònic, segurament a partir de la predicació de sant Pere. El lleó és el seu símbol en el tetramorf, la representació simbòlica dels quatre evangelistes, pel fet que el seu Evangeli comença parlant de Joan Baptista, identificat amb la “veu que clama en el desert” anunciada pel profeta Isaïes. Aquesta veu s’associa al rugit del lleó. El lleó, a més, simbolitza la Resurrecció, tema central de l’Evangeli de sant Marc, perquè, segons una creença antiga, pot retornar a la vida els seus cadells amb la seva veu.// La trona i el tornaveu, de marès i pedra de Santanyí, varen ser obra de l’esculptor de Palma Miquel Sacanell (1952).;San Marcos;Nave;San Marcos no fue uno de los doce apóstoles, pero escribió el segundo Evangelio canónico, seguramente a partir de la predicación de san Pedro. El león es su símbolo en el tetramorfos, la representación simbólica de los cuatro evangelistas, porque su Evangelio comienza hablando de Juan Bautista, identificado con la “voz que clama en el desierto” anunciada por el profeta Isaías. Esta voz se asocia al rugido del león. El león, además, simboliza la Resurrección, tema central del Evangelio de san Marcos, porque, según una antigua creencia, puede devolver la vida a sus cachorros con su voz.// El púlpito y el tornavoz, de marés y piedra de Santanyí, fueron obra del escultor palmesano Miquel Sacanell (1952).;;;;
escut_trona_mateu.jpeg;Sant Mateu;Nau;Sant Mateu va ser un dels dotze apòstols i se’l considera l’autor del primer dels Evangelis canònics. L’àngel és el seu símbol en el tetramorf, la representació simbòlica dels quatre evangelistes, perquè el seu Evangeli comença repassant la genealogia humana de Jesús i l’àngel representa la humanitat de Jesús.// La trona i el tornaveu, de marès i pedra de Santanyí, varen ser obra de l’esculptor de Palma Miquel Sacanell (1952).;San Mateo;Nave;San Mateo fue uno de los doce apóstoles y se le considera el autor del primero de los Evangelios canónicos. El ángel es su símbolo en el tetramorfos, la representación simbólica de los cuatro evangelistas, porque su Evangelio comienza repasando la genealogía humana de Jesús y el ángel representa la humanidad de Jesús.// El púlpito y el tornavoz, de marés y piedra de Santanyí, fueron obra del escultor palmesano Miquel Sacanell (1952).;;;;
a_sacra_numismare_vitrall.jpg;Mare de Déu de la Medalla Miraculosa;Nau;La Mare de Déu de la Medalla Miraculosa és una advocació mariana basada en una aparició de la Verge Maria a santa Catalina Labouré que inspirà el disseny de l'anomenada Medalla Miraculosa. Aquest vitrall mostra la imatge habitual de la Verge a l’anvers d'aquesta medalla: dreta i amb els braços oberts, dels quals es desprenen raigs de llum que representen, segons la Verge, les gràcies que vessa sobre les persones que les demanen. El text superior, *A sacra numismate*, és a dir, “Per la sagrada medalla” en llatí, fa referència a les gràcies que s’obtenen per mediació de la Medalla Miraculosa. Les inicials de la part inferior del vitrall són les del donant que en finançà la confecció.;Nuestra Señora de la Medalla Milagrosa;Nave;La Virgen de la Medalla Milagrosa es una advocación mariana basada en una aparición de la Virgen María a santa Catalina Labouré que inspiró el diseño de la llamada Medalla Milagrosa. Esta vidriera muestra la imagen habitual de la Virgen en el anverso de dicha medalla: de pie y con los brazos abiertos, de los que brotan rayos de luz que representan, según la propia Virgen, las gracias que derrama sobre las personas que las piden. El texto superior, *A sacra numismate*, es decir, “Por la sagrada medalla” en latín, hace referencia a las gracias que se obtienen por mediación de la Medalla Milagrosa. Las iniciales de la parte inferior de la vidriera son las del donante que financió su realización.;;;;
anunciacio_vitrall.jpg;L’Anunciació;Nau;Aquest vitrall representa l'episodi de l'Anunciació, quan l'arcàngel sant Gabriel anuncià a la Verge Maria que concebria un fill per obra de l'Esperit Sant. En ell hi podem veure la Verge Maria resant agenollada en primer pla, sant Gabriel dret al darrera, l'Esperit Sant representat mitjançant un colom, i un lliri que representa la puresa de la Verge. Les inicials de la part inferior del vitrall són les del donant que en finançà la confecció.;La Anunciación;Nave;Esta vidriera representa el episodio de la Anunciación, cuando el arcángel san Gabriel anunció a la Virgen María que concebiría un hijo por obra del Espíritu Santo. En ella podemos ver a la Virgen María rezando de rodillas en primer plano, a san Gabriel de pie detrás de ella, al Espíritu Santo representado mediante una paloma, y un lirio que simboliza la pureza de la Virgen. Las iniciales de la parte inferior de la vidriera son las del donante que financió su realización.;;;;
sant_antoni_abat_vitrall.jpg;Sant Antoni Abat;Nau;Sant Antoni Abat (251–356), conegut també com sant Antoni de Viana (nom que deriva de Vienne, a França, on es fundà a l’edat mitjana baix el seu patronatge l’Orde dels Canonges Regulars de Sant Antoni, o antonians) i, a Mallorca, com sant Antoni dels Ases, va ser un anacoreta egipci. Fill d’una família rica, en morir els seus pares repartí tota la seva herència entre els pobres i es retirà a viure al desert. És famós per les seves lluites contra el diable i les seves temptacions. Va ser el fundador del moviment dels anacoretes i el pare espiritual del monaquisme cristià: d’aquí li ve el qualificatiu d’abat, malgrat que no ho va ser de cap monestir.// En aquest vitrall se’l representa com un ancià amb un llibre a la mà, símbol de la Paraula de Déu. Amb l’altra mà sosté un bastó d’ermità del qual penja una campaneta. Aquesta campaneta fa referència a la seva relació amb els monjos antonians, que identificaven amb campanetes els porcs que criaven per obtenir el greix amb què curaven el “foc de sant Antoni”, una intoxicació alimentària provocada pel consum de sègol contaminat per un fong paràsit. El porquet que l'acompanya, un dels atributs característics de sant Antoni Abat, fa referència, d'una banda, als porcs amb què els monjos antonians curaven el “foc de sant Antoni”, i de l'altra, a la llegenda segons la qual una truja li dugué un porcellet malalt: quan sant Antoni el beneí el porcellet se curà i des de llavors la truja sempre l'acompanyà.// Les inicials de la part inferior del vitrall són les del donant que en finançà la confecció.;San Antonio Abad;Nave;"San Antonio Abad (251–356), también conocido como san Antonio de Viana (nombre que deriva de Vienne, en Francia, donde se fundó en la Edad Media bajo su patrocinio la Orden de los Canónigos Regulares de San Antonio, o antonianos) o, en Mallorca, como san Antonio de los Asnos, fue un anacoreta egipcio. Hijo de una familia rica, al morir sus padres repartió toda su herencia entre los pobres y se retiró a vivir al desierto. Es famoso por sus luchas contra el diablo y sus tentaciones. Fue el fundador del movimiento de los anacoretas y el padre espiritual del monacato cristiano; de ahí le viene el calificativo de abad, aunque nunca lo fue de ningún monasterio.// En esta vidriera se le representa como un anciano con un libro en la mano, símbolo de la Palabra de Dios. Con la otra mano sostiene un bastón de ermitaño del que cuelga una campanilla. Esta campanilla hace referencia a su relación con los monjes antonianos, que identificaban con campanillas a los cerdos que criaban para obtener la grasa con la que curaban el “fuego de san Antonio”, una intoxicación alimentaria provocada por el consumo de centeno contaminado por un hongo parásito. El cerdito que lo acompaña, uno de los atributos característicos de san Antonio Abad, hace referencia, por un lado, a los cerdos con los que los monjes antonianos curaban dicho “fuego de san Antonio” y, por otro, a la leyenda según la cual una cerda le llevó un lechón enfermo: cuando san Antonio lo bendijo, el lechón sanó y desde entonces la cerda lo acompañó siempre.// Las iniciales de la parte inferior de la vidriera son las del donante que financió su realización.";;;;
sant_bernat_vitrall.jpg;Sant Bernat;Nau;Sant Bernat de Claravall (1090–1153) va ser un monjo i abat cistercenc, fundador de l’abadia cistercenca de Claravall, i Doctor de l’Església. És una de les figures més importants de la cristiandat del segle XII, destacant com a predicador, escriptor, fundador de monestirs (68 en total, arreu d’Europa) i gran difusor del culte a la Mare de Déu. Va promoure una vida religiosa austera i contemplativa.// En aquest vitrall apareix amb tonsura, vestit amb l’hàbit blanc cistercenc i portant un bàcul d’abat. Les inicials de la part inferior del vitrall són les del donant que en finançà la confecció.;San Bernardo;Nave;San Bernardo de Claraval (1090–1153) fue un monje y abad cisterciense, fundador de la abadía cisterciense de Claraval y Doctor de la Iglesia. Es una de las figuras más importantes de la cristiandad del siglo XII, destacando como predicador, escritor, fundador de monasterios (68 en total, repartidos por toda Europa) y gran difusor del culto a la Virgen María. Promovió una vida religiosa austera y contemplativa.// En esta vidriera aparece con tonsura, vestido con el hábito blanco cisterciense y portando un báculo de abad. Las iniciales de la parte inferior de la vidriera son las del donante que financió su realización.;;;;
sant_joan_baptista_vitrall.jpg;Sant Joan Baptista;Nau;Sant Joan Baptista (s. I) va ser fill d’Isabel, cosina de la Verge Maria, i de Zacaries, a qui l’arcàngel sant Gabriel anuncià el naixement de Joan i revelà que seria el precursor del Messies. Ja d’adult, Joan dugué una vida ascètica al desert, dedicada a predicar el penediment dels pecats i a batejar en el riu Jordà a qui volgués purificar-se dels pecats en preparació per a l’arribada del Regne del Cel. Va ser en aquest context que batejà Jesucrist poc abans que aquest començàs la seva vida pública.// En aquest vitrall, sant Joan hi apareix acompanyat d'un xotet i sostenint una creu llarga feta de canya amb una filactèria on es llegeix “*Ecce Agnus Dei*”. La creu ens recorda que sant Joan coneixia el futur martiri de Jesús, mentre que la canya amb què és feta simbolitza l’austeritat de la seva vida al desert. El xotet i el text de la filactèria fan referència a les seves paraules en el moment de batejar Jesús: “Aquest és l'anyell de Déu, el qui lleva el pecat del món”.// Les inicials de la part inferior del vitrall són les del donant que en finançà la confecció.;San Juan Bautista;Nave;San Juan Bautista (s. I) fue hijo de Isabel, prima de la Virgen María, y de Zacarías, a quien el arcángel san Gabriel anunció el nacimiento de Juan y reveló que sería el precursor del Mesías. Ya de adulto, Juan llevó una vida ascética en el desierto, dedicada a predicar el arrepentimiento de los pecados y a bautizar en el río Jordán a quien quisiera purificarse de sus pecados en preparación para la llegada del Reino de los Cielos. Fue en este contexto que bautizó a Jesucristo poco antes de que este iniciara su vida pública.// En esta vidriera, san Juan aparece acompañado de un cordero y sosteniendo una larga cruz de caña con una filacteria en la que se lee “*Ecce Agnus Dei*”. La cruz nos recuerda que san Juan conocía el futuro martirio de Jesús, mientras que la caña con la que está hecha simboliza la austeridad de su vida en el desierto. El cordero y el texto de la filacteria hacen referencia a sus palabras en el momento de bautizar a Jesús: “Este es el Cordero de Dios, el que quita el pecado del mundo”.// Las iniciales de la parte inferior de la vidriera son las del donante que financió su realización.;;;;
sant_jordi_vitrall.jpg;Sant Jordi;Nau;Sant Jordi (s. III) va ser un militar romà educat en la fe cristiana que arribà a formar part de la guàrdia personal de l’emperador Dioclecià. Com que no volgué participar en la Gran Persecució dels cristians decretada per l’emperador, renuncià a la milícia, repartí els seus béns entre els pobres i es dedicà a la predicació. Va ser detingut i torturat de moltes maneres perquè renunciàs a la seva fe, i finalment executat. Segons la tradició, hagué de ser executat tres vegades perquè les dues primeres ressuscità.// La seva gran fama prové de la llegenda medieval del drac. Segons aquesta tradició, prop d’una ciutat hi havia un llac on vivia un drac pestilent que s’alimentava cada dia d’una ovella i una donzella de la ciutat. La donzella era escollida per sorteig i un dia li tocà a la filla del rei. Quan es dirigia cap al llac lamentant-se del seu destí, es trobà amb sant Jordi, que s’oferí a salvar-la i acabar amb el drac. Sant Jordí capturà el drac i, quan tota la ciutat es convertí al cristianisme, el rematà.// A partir d’aquesta llegenda, sant Jordi es convertí durant l’edat mitjana en un model ideal de cavaller i des del segle XII apareix en nombroses tradicions ajudant els cristians en els combats més decisius. Així, per exemple, el rei Jaume I conta al Llibre dels Fets que el primer cavaller que entrà a Ciutat durant els combats del 31 de desembre de 1229 va ser un cavaller blanc muntant un cavall blanc, a qui identificà amb sant Jordi.// En aquest vitrall se’l representa com un cavaller amb armadura blanca i una creu vermella al pit, coneguda com a Creu de Sant Jordi, símbol que segons la tradició duia en algunes de les seves aparicions medievals. Les inicials de la part inferior són les del donant que finançà la confecció del vitrall.;San Jorge;Nave;San Jorge (s. III) fue un militar romano educado en la fe cristiana que llegó a formar parte de la guardia personal del emperador Diocleciano. Como no quiso participar en la Gran Persecución de los cristianos decretada por el emperador, renunció a la milicia, repartió sus bienes entre los pobres y se dedicó a la predicación. Fue detenido y sometido a numerosas torturas para que renunciara a su fe y, finalmente, ejecutado. Según la tradición, tuvo que ser ejecutado tres veces, pues las dos primeras resucitó.// Su gran fama procede de la leyenda medieval del dragón. Según esta tradición, cerca de una ciudad había un lago donde vivía un dragón pestilente que se alimentaba cada día de una oveja y una doncella de la ciudad. La doncella era elegida por sorteo y un día le tocó a la hija del rey. Cuando se dirigía al lago lamentando su destino, se encontró con san Jorge, que se ofreció a salvarla y acabar con el dragón. San Jorge capturó al dragón y, cuando toda la ciudad se convirtió al cristianismo, lo remató.// A partir de esta leyenda, san Jorge se convirtió durante la Edad Media en un modelo ideal de caballero y desde el siglo XII aparece en numerosas tradiciones ayudando a los cristianos en los combates más decisivos. Así, por ejemplo, el rey Jaime I cuenta en el *Llibre dels Fets* que el primer caballero que entró en la Ciudad de Mallorca durante los combates del 31 de diciembre de 1229 fue un caballero blanco montado sobre un caballo blanco, a quien identificó con san Jorge.// En esta vidriera se le representa como un caballero con armadura blanca y una cruz roja sobre el pecho, conocida como Cruz de San Jorge, símbolo que, según la tradición, llevaba en algunas de sus apariciones medievales. Las iniciales de la parte inferior son las del donante que financió la realización de la vidriera.;;;;
sant_miquel_vitrall.jpg;Sant Miquel arcàngel;Nau;L’arcàngel sant Miquel (en hebreu, “Qui com Déu?”) és el capità de les milícies celestials, àngel protector de l’Església contra els seus enemics i encarnació del Bé en la lluita contra el Mal. En aquest vitrall se’l representa vestit amb armadura i armat amb una espasa de foc i un escut.// Les inicials de la part inferior del vitrall són les del donant que en finançà la confecció.;San Miguel Arcángel;Nave;El arcángel san Miguel (en hebreo, “¿Quién como Dios?”) es el capitán de las milicias celestiales, ángel protector de la Iglesia frente a sus enemigos y encarnación del Bien en la lucha contra el Mal. En esta vidriera se le representa vestido con armadura y armado con una espada de fuego y un escudo.// Las iniciales de la parte inferior de la vidriera son las del donante que financió su realización.;;;;
santissima_trinitat_vitrall.jpg;Santíssima Trinitat;Nau;Representació del Pare, el Fill i l'Esperit Sant. Déu Pare sosté els dos braços de la creu en la que el Fill està crucificat i l'Esperit Sant hi és representat, com és habitual, en forma de colom. Als dos costats del Fill hi apareixen la primera i la darrera lletra de l’alfabet grec, Alfa (A) i Omega (Ω), en referència a les paraules Jesucrist “jo sóm l’Alfa i l’Omega, el primer i el darrer, el principi i la fi”.// Les inicials de la part inferior del vitrall són les del donant que en finançà la confecció.;Santísima Trinidad;Nave;Representación del Padre, el Hijo y el Espíritu Santo. Dios Padre sostiene los dos brazos de la cruz en la que el Hijo está crucificado y el Espíritu Santo aparece representado, como es habitual, en forma de paloma. A ambos lados del Hijo aparecen la primera y la última letra del alfabeto griego, Alfa (Α) y Omega (Ω), en referencia a las palabras de Jesucristo: “Yo soy el Alfa y la Omega, el primero y el último, el principio y el fin”.// Las iniciales de la parte inferior de la vidriera son las del donante que financió su realización.;;;;
vitrall_ni1.jpg;Vitrall incomplet;Nau;Les inicials de la part inferior del vitrall són les del donant que en finançà la confecció.;Vidiriera incompleta;Nave;Las iniciales de la parte inferior de la vidriera son las del donante que financió su realización.;;;vitrall_ni1.jpg;
vitrall_ni2.jpg;Vitrall incomplet;Nau;Les inicials de la part inferior del vitrall són les del donant que en finançà la confecció.;Vidiriera incompleta;Nave;Las iniciales de la parte inferior de la vidriera son las del donante que financió su realización.;;;vitrall_ni2.jpg;
vitrall_ni3.jpg;Vitrall incomplet;Nau;Les inicials de la part inferior del vitrall són les del donant que en finançà la confecció.;Vidiriera incompleta;Nave;Las iniciales de la parte inferior de la vidriera son las del donante que financió su realización.;;;vitrall_ni3.jpg;
santa_barbara_presbiteri.jpg;Santa Bàrbara;Presbiteri;Santa Bàrbara de Nicomèdia (s. III) era la filla d’un home molt ric que la tancà en una torre per preservar-la del contacte amb el món fins que es casàs. Però ella, en secret, es va fer cristiana i consagrà la seva virginitat a Déu. En assabentar-se’n, son pare volgué matar-la, però miraculosament la torre s’obrí i pogué fugir. Finalment fou atrapada i torturada per ordre de son pare perquè renegàs de la fe cristiana i, com que no ho aconseguiren, el seu propi pare la decapità. Com a càstig diví, quan aquest tornava a casa seva, un llamp, precedit d’un gran tro, el matà. Per aquest motiu, santa Bàrbara és a qui invocam contra els trons i els llamps.// En aquesta escultura del segle XVIII, finançada pel batlle Guillem Mayol, l’acompanya un dels seus atributs més característics: la torre amb tres finestres on segons la tradició va ser tancada per son pare. El llamp clavat en terra ens recorda el que matà a son pare.;Santa Bárbara;Presbiterio;Santa Bárbara de Nicomedia (s. III) era hija de un hombre muy rico que la encerró en una torre para preservarla del contacto con el mundo hasta que se casara. Pero ella, en secreto, se hizo cristiana y consagró su virginidad a Dios. Al enterarse, su padre quiso matarla, pero milagrosamente la torre se abrió y pudo huir. Finalmente fue capturada y torturada por orden de su padre para que renegara de la fe cristiana y, como no lo consiguieron, su propio padre la decapitó. Como castigo divino, cuando este regresaba a su casa, un rayo, precedido de un gran trueno, lo mató. Por este motivo, santa Bárbara es la santa a la que se invoca contra los truenos y los rayos.// En esta escultura del siglo XVIII, financiada por el alcalde Guillem Mayol, la acompaña uno de sus atributos más característicos: la torre de tres ventanas donde, según la tradición, fue encerrada por su padre. El rayo clavado en el suelo recuerda el que mató a su padre.;;;;
sant_pere.jpg;Sant Pere;Presbiteri;Sant Pere (s. I) va ser un dels primers apòstols, el seu portaveu i el deixeble escollit per Jesús per liderar la comunitat cristiana després de la seva mort. El seu nom vertader era Simó, però Jesús l’anomenà Pere per indicar que ell seria la “pedra” sobre la qual s’edificaria l’Església. Tot i ser l’apòstol més destacat, després del Prendiment negà tres vegades conèixer Jesús abans que el gall cantàs anunciant l’alba. Penedit immediatament, plorà amargament, motiu pel qual també és considerat el primer penitent.// Després de la mort de Jesús, es convertí en el principal dirigent de la primera comunitat cristiana.Tradicionalment se’l considera el primer bisbe de Roma i, per tant, el primer papa. Segons la tradició cristiana primitiva, va morir crucificat a Roma durant la persecució de Neró contra els cristians després del gran incendi de la ciutat. Per humilitat, demanà ser crucificat cap per avall, ja que no es considerava digne de morir igual que Jesús.// Sant Pere apareix representat en aquesta escultura com un home madur amb barba. En una mà sosté un llibre obert, que representa l’Evangeli i fa referència a la seva tasca evangelitzadora. Amb l’altra mà sosté dues claus, el seu atribut característic, que fan referència a la promesa de Jesús de confiar-li les claus del Regne del Cel.;San Pedro;Presbiterio;San Pedro (s. I) fue uno de los primeros apóstoles, su portavoz y el discípulo escogido por Jesús para dirigir la comunidad cristiana después de su muerte. Su verdadero nombre era Simón, pero Jesús lo llamó Pedro para indicar que él sería la “piedra” sobre la que se edificaría la Iglesia. A pesar de ser el apóstol más destacado, después del Prendimiento negó tres veces conocer a Jesús antes de que el gallo cantara anunciando el alba. Arrepentido inmediatamente, lloró amargamente, motivo por el que también es considerado el primer penitente.// Después de la muerte de Jesús, se convirtió en el principal dirigente de la primera comunidad cristiana. Tradicionalmente se le considera el primer obispo de Roma y, por tanto, el primer papa. Según la tradición cristiana primitiva, murió crucificado en Roma durante la persecución de Nerón contra los cristianos tras el gran incendio de la ciudad. Por humildad, pidió ser crucificado cabeza abajo, ya que no se consideraba digno de morir del mismo modo que Jesús.// San Pedro aparece representado en esta escultura como un hombre maduro con barba. En una mano sostiene un libro abierto, que representa el Evangelio y hace referencia a su labor evangelizadora. Con la otra mano sostiene dos llaves, su atributo característico, que hacen referencia a la promesa de Jesús de confiarle las llaves del Reino de los Cielos.;;;;
sant_sebastia.jpg;Sant Sebastià;Presbiteri;Sant Sebastià (s. III) va ser un oficial de l’exèrcit romà que es convertí al cristianisme i predicà la nova fe entre els seus companys, aconseguint nombroses conversions. Quan l’emperador Dioclecià descobrí les seves activitats, ordenà la seva captura i intentà que es retractàs de la seva fe. Sant Sebastià es mantengué inflexible i Dioclecià ordenà la seva execució. Va ser fermat a un tronc i sagetat. Donat per mort, quan l’anaven a enterrar descobriren que encara era viu. Tan aviat com es recuperà de les ferides, anà a enfrontar-se novament a l’emperador, que tornà a ordenar capturar-lo i executar-lo, aquesta vegada a bastonades.// En aquesta escultura del s. XVIII se’l representa de la manera habitual: mig nu, fermat a un tronc i amb sagetes clavades al cos, en record del seu primer martiri. Del tronc penja una espasa i en terra hi ha un casc que fan referència a la seva condició de soldat romà.;San Sebastián;Presbiterio;San Sebastián (s. III) fue un oficial del ejército romano que se convirtió al cristianismo y predicó la nueva fe entre sus compañeros, logrando numerosas conversiones. Cuando el emperador Diocleciano descubrió sus actividades, ordenó su captura e intentó que renegara de su fe. San Sebastián se mantuvo inflexible y Diocleciano ordenó su ejecución. Fue atado a un tronco y asaeteado. Dado por muerto, cuando iban a enterrarlo descubrieron que todavía estaba vivo. Tan pronto como se recuperó de las heridas, fue de nuevo a enfrentarse al emperador, que volvió a ordenar su captura y ejecución, esta vez a golpes de vara.// En esta escultura del s. XVIII se le representa de la manera habitual: semidesnudo, atado a un tronco y con flechas clavadas en el cuerpo, en recuerdo de su primer martirio. Del tronco cuelga una espada y en el suelo hay un casco que hacen referencia a su condición de soldado romano.;;;;
ramon_llull_presbiteri.jpg;Ramon Llull;Presbiteri;El beat Ramon Llull (1232–1316) va ser un escriptor, filòsof, místic, teòleg i missioner mallorquí. Autor d’una obra extensíssima en català, llatí i àrab, és una de les figures més importants del pensament medieval europeu i un dels mallorquins més universals de la història. Fill de família cortesana, va ser preceptor del rei Jaume II, però quan tenia uns trenta anys, arran d’una sèrie de visions místiques, abandonà la vida cortesana i dedicà la resta de la seva vida a convertir els infidels a la fe cristiana per mitjà de la raó. Fundà el monestir de Miramar a Mallorca i predicà per Europa, el Pròxim Orient i el nord d’Àfrica.// En aquesta escultura, obra de Mateu Colom (s. XVIII), apareix vestit amb un hàbit semblant al franciscà, gris amb un cordó amb nussos a la cintura, com a recordatori de la seva identificació amb els valors franciscans, que el portaren a ser terciari franciscà, és a dir, a viure segons la regla franciscana sense ser-ne frare. Porta un llibre a la mà i té un pergamí als peus com a símbols de la seva faceta d’escriptor i evangelitzador.;Ramón Llull;Presbiterio;El beato Ramón Llull (1232–1316) fue un escritor, filósofo, místico, teólogo y misionero mallorquín. Autor de una extensísima obra en catalán, latín y árabe, es una de las figuras más importantes del pensamiento medieval europeo y uno de los mallorquines más universales de la historia. Hijo de una familia cortesana, fue preceptor del rey Jaime II, pero cuando tenía unos treinta años, a raíz de una serie de visiones místicas, abandonó la vida cortesana y dedicó el resto de su vida a convertir a los infieles a la fe cristiana por medio de la razón. Fundó el monasterio de Miramar en Mallorca y predicó por Europa, Oriente Próximo y el norte de África.// En esta escultura, obra de Mateu Colom (s. XVIII), aparece vestido con un hábito similar al franciscano, gris y ceñido con un cordón de nudos a la cintura, como recordatorio de su identificación con los valores franciscanos, que lo llevaron a ser terciario franciscano, es decir, a vivir según la regla franciscana sin ser fraile. Lleva un libro en la mano y tiene un pergamino a sus pies como símbolos de su faceta de escritor y evangelizador.;;;;
sant_antoni_abat_presbiteri.jpg;Sant Antoni Abat;Presbiteri;"Sant Antoni Abat (251–356) va ser un anacoreta egipci. També és conegut com sant Antoni de Viana, nom que deriva de Vienne, a França, on es fundà a l’edat mitjana baix el seu patronatge l’Orde dels Canonges Regulars de Sant Antoni, o antonians; a Mallorca és també popularment conegut com sant Antoni dels Ases. Fill d’una família rica, en morir els seus pares repartí tota la seva herència entre els pobres i es retirà a viure al desert. És famós per les seves lluites contra el diable i les seves temptacions. Va ser el fundador del moviment dels anacoretes i el pare espiritual del monaquisme cristià, d’aquí el qualificatiu d’abat, malgrat que no ho va ser de cap monestir.// En aquesta escultura, obra de Guillem Galmés (s. XX) se’l representa com un ancià amb un llibre a la mà on hi ha escrits els primers versos del Parenostre, símbol de la Paraula de Déu, i un bastó d’ermità del qual penja una campaneta. Aquesta campaneta fa referència a la seva relació amb els monjos antonians, que identificaven amb campanetes els porcs que criaven per obtenir el greix amb què curaven el “foc de sant Antoni”, una intoxicació alimentària provocada pel consum de sègol contaminat per un fong paràsit. El porquet que l’acompanya, un dels atributs característics de sant Antoni Abat, no només rememora aquests porcs, sinó que també fa referència a la llegenda segons la qual una truja li dugué un porcellet malalt; quan sant Antoni el beneí el porcellet se curà i des de llavors la truja sempre l'acompanyà. El símbol al pit és la lletra greca Tau majúscula, signe de salvació i protecció divina per als primers cristians i que els monjos antonians portaven cosida en els seus hàbits.";San Antonio Abad;Presbiterio;"San Antonio Abad (251–356) fue un anacoreta egipcio. También se le conoce como san Antonio de Viana, nombre que deriva de Vienne, en Francia, donde se fundó en la Edad Media bajo su patrocinio la Orden de los Canónigos Regulares de San Antonio, o antonianos; en Mallorca también es conocido popularmente como san Antonio de los Asnos. Hijo de una familia rica, al morir sus padres repartió toda su herencia entre los pobres y se retiró a vivir al desierto. Es famoso por sus luchas contra el diablo y sus tentaciones. Fue el fundador del movimiento de los anacoretas y el padre espiritual del monacato cristiano, de ahí el calificativo de abad, aunque nunca lo fue de ningún monasterio.// En esta escultura, obra de Guillem Galmés (s. XX), se le representa como un anciano con un libro en la mano en el que están escritos los primeros versos del Padrenuestro, símbolo de la Palabra de Dios, y un bastón de ermitaño del que cuelga una campanilla. Esta campanilla hace referencia a su relación con los monjes antonianos, que identificaban con campanillas a los cerdos que criaban para obtener la grasa con la que curaban el “fuego de san Antonio”, una intoxicación alimentaria provocada por el consumo de centeno contaminado por un hongo parásito. El cerdito que lo acompaña, uno de los atributos característicos de san Antonio Abad, no solo rememora estos cerdos, sino que también hace referencia a la leyenda según la cual una cerda le llevó un lechón enfermo; cuando san Antonio lo bendijo, el lechón sanó y desde entonces la cerda lo acompañó siempre. El símbolo del pecho es la letra griega Tau mayúscula, signo de salvación y protección divina para los primeros cristianos y que los monjes antonianos llevaban cosida en sus hábitos.";;;;
purissima_presbiteri.jpg;Puríssima;Presbiteri ;La Immaculada Concepció és el dogma de l’Església Catòlica que afirma que la Verge Maria va ser concebuda sense pecat original per la gràcia de Déu, cosa que la preparà per ser la Mare de Déu. Aquest dogma fou proclamat l’any 1854 pel papa Pius IX, després de molts segles de debat teològic. A Mallorca, aquesta advocació de la Verge Maria també és coneguda com la Puríssima.// En aquesta pintura, inspirada en els models popularitzats per Murillo, la representa vestida amb túnica blanca i mantell blau, símbols de puresa i celestialitat, respectivament, i amb les mans juntes en actitud de pregària. L’aureola de dotze estrelles que la corona i la lluna darrera dels seus peus fan referència al llibre de l’Apocalipsi, on s’anuncia l’aparició d’una dona vestida amb el sol, amb la lluna sota els peus i una corona de dotze estrelles al cap. La seva representació trepitjant una serp amb una poma a la boca sobre el globus terraqüi simbolitza la seva victòria sobre el pecat original i el mal que amenacen la Terra.;Purísima;Presbiterio;La Inmaculada Concepción es el dogma de la Iglesia Católica que afirma que la Virgen María fue concebida sin pecado original por la gracia de Dios, lo que la preparó para ser la Madre de Dios. Este dogma fue proclamado en el año 1854 por el papa Pío IX, después de muchos siglos de debate teológico. En Mallorca, esta advocación de la Virgen María también es conocida como la Purísima.// En esta pintura, inspirada en los modelos popularizados por Murillo, se la representa vestida con túnica blanca y manto azul, símbolos de pureza y celestialidad, respectivamente, y con las manos juntas en actitud de oración. La aureola de doce estrellas que la corona y la luna situada detrás de sus pies hacen referencia al libro del Apocalipsis, donde se anuncia la aparición de una mujer vestida de sol, con la luna bajo sus pies y una corona de doce estrellas sobre la cabeza. Su representación pisando una serpiente con una manzana en la boca sobre el globo terráqueo simboliza su victoria sobre el pecado original y el mal que amenazan la Tierra.;;;;
