Foto;Títol;Localització;Informació;Título;Localización;Información;;;;
sant_felix_de_valois.jpg;Sant Fèlix de Valois;Altar de la Santíssima Trinitat;Sant Fèlix de Valois (1127-1212) va ser un anacoreta francès, membre de la casa reial francesa dels Valois, que, segons la tradició, cofundà amb sant Joan de Mata l’Orde de la Santíssima Trinitat i de la Redempció de Captius, coneguda també com a Orde Trinitària. Tanmateix, el seu paper en la fundació de l’orde és objecte de debat i podria ser que els trinitaris haguessin reforçat *a posteriori* el seu paper per relacionar els orígens de l’orde amb la casa dels Valois. Segons la tradició trinitària, Fèlix fou un monjo cistercenc que participà en les croades. En tornar d’aquestes, s’uní a una petita comunitat d’ermitans a Cerfroid, a uns 80 km de París. Allà conegué a Joan de Mata quan aquest s’hi retirà a meditar després d’una visió mística en la que veié un mandat diví de fundar una orde religiosa dedicada al rescat de cristians captius. Tots dos fundaren l’Orde Trinitària i establiren a Cerfroid el primer monestir de l’orde.// En aquesta pintura d’Agustí Buades i Muntaner (s. XIX), sant Fèlix apareix amb barba grisa, un tret habitual en la seva iconografia que ajuda a diferenciar-lo de sant Joan de Mata, representat habitualment més jove. Va vestit amb l’hàbit trinitari: túnica blanca amb la creu blava i vermella al pit, símbol de l’orde, i capa negra. Sosté un bàcul que ens recorda el seu càrrec de superior del monestir de Cerfroid, així com un llibre que representa la regla de l’orde.// El cérvol que l’acompanya rememora una llegenda vinculada als orígens de l’orde, segons la qual un cérvol amb una creu blava i vermella entre les banyes s’aparegué a sant Fèlix i sant Joan. Els dos ermitans el seguiren fins que l’animal s’aturà a beure d’una font, s’hi agenollà davant ells i desaparegué. Interpretaren aquell fet com un signe diví i decidiren fundar en aquell lloc el monestir de Cerfroid. La llegenda explicava també l’origen del topònim Cerfroid a partir de les paraules franceses cerf (“cérvol”) i froid (“fred”), perquè el cérvol s’hauria refrescat a la font. En realitat, però, el nom del lloc ja existia prèviament, i la narració es va elaborar *a posteriori* per donar un origen providencial al monestir.;San Félix de Valois;Altar de la Santísima Trinidad;San Félix de Valois (1127-1212) fue un anacoreta francés, miembro de la casa real francesa de los Valois, que, según la tradición, cofundó junto con san Juan de Mata la Orden de la Santísima Trinidad y de la Redención de Cautivos, conocida también como la Orden Trinitaria. Sin embargo, su papel en la fundación de la orden es objeto de debate y podría ser que los trinitarios hubieran reforzado *a posteriori* su protagonismo para relacionar los orígenes de la orden con la casa de los Valois. Según la tradición trinitaria, Félix fue un monje cisterciense que participó en las cruzadas. Al regresar de ellas, se unió a una pequeña comunidad de ermitaños en Cerfroid, a unos 80 km de París. Allí conoció a Juan de Mata cuando este se retiró a meditar tras una visión mística en la que recibió el mandato divino de fundar una orden religiosa dedicada al rescate de cristianos cautivos. Ambos fundaron la Orden Trinitaria y establecieron en Cerfroid el primer monasterio de la orden.// En esta pintura de Agustí Buades i Muntaner (s. XIX), san Félix aparece con barba canosa, un rasgo habitual en su iconografía que ayuda a diferenciarlo de san Juan de Mata, representado habitualmente más joven. Viste el hábito trinitario: túnica blanca con la cruz azul y roja sobre el pecho, símbolo de la orden, y capa negra. Sostiene un báculo que recuerda su cargo de superior del monasterio de Cerfroid, así como un libro que representa la regla de la orden.// El ciervo que lo acompaña rememora una leyenda vinculada a los orígenes de la orden, según la cual un ciervo con una cruz azul y roja entre las astas se apareció a san Félix y a san Juan. Los dos ermitaños lo siguieron hasta que el animal se detuvo a beber de una fuente, se arrodilló ante ellos y desapareció. Interpretaron aquel hecho como un signo divino y decidieron fundar en aquel lugar el monasterio de Cerfroid. La leyenda explicaba también el origen del topónimo Cerfroid a partir de las palabras francesas cerf (“ciervo”) y froid (“frío”), porque el ciervo se habría refrescado en la fuente. En realidad, sin embargo, el nombre del lugar ya existía previamente, y la narración se elaboró a posteriori para dar un origen providencial al monasterio.;;;;
sant_joan_de_matha.jpg;Sant Joan de Mata;Altar de la Santíssima Trinitat;Sant Joan de Mata (1160-1213) va ser un frare provençal que fundà l’Orde de la Santíssima Trinitat i de la Redempció de Captius, coneguda també com a Orde Trinitària. Fill d'una família noble, va estudiar teologia a París i va ser ordenat sacerdot. Durant la celebració de la seva primera missa, tengué una visió de Jesús vestit de blanc, amb una creu vermella i blava al pit i amb les mans sobre els caps d'un presoner cristià i un de musulmà. Joan la interpretà com un signe diví que havia de fundar una nova orde religiosa dedicada al rescat dels cristians captius en mans de musulmans. Després d'aquella experiència, es va retirar a meditar i resar a Cerfroid, a uns 80 km de París. Segons la tradició trinitària, allà conegué sant Fèlix de Valois i junts hi fundaren l’Orde Trinitària i el primer monestir de l’orde en aquella població, del qual Joan fou el primer superior. Poc després inicià una llarga sèrie de viatges a Tunísia per rescatar-hi cristians captius, deixant a sant Fèlix a càrrec del monestir.//En aquesta pintura d’Agustí Buades i Muntaner (s. XIX), sant Joan hi apareix amb barba fosca, un tret habitual en la seva iconografia que ajuda a diferenciar-lo de sant Fèlix, representat habitualment com un home més vell. Va vestit amb l’hàbit trinitari: túnica blanca amb la creu blava i vermella al pit, símbol de l’orde, i capa negra. Sosté un bàcul en una mà, símbol del seu càrrec de superior del monestir de Cerfroid, i una bossa en l’altra. Es tracta de la bossa dels doblers dels captius, un altre dels símbols de l’Orde Trinitària, que representa els doblers provinents d’almoines i donacions que empraven els trinitaris per rescatar cristians captius. Aquest mateix símbol apareix també al frontal de l’altar.;San Juan de Mata;Altar de la Santísima Trinidad;San Juan de Mata (1160-1213) fue un fraile provenzal que fundó la Orden de la Santísima Trinidad y de la Redención de Cautivos, conocida también como la Orden Trinitaria. Hijo de una familia noble, estudió teología en París y fue ordenado sacerdote. Durante la celebración de su primera misa tuvo una visión de Jesús vestido de blanco, con una cruz roja y azul sobre el pecho y con las manos sobre las cabezas de un prisionero cristiano y otro musulmán. Juan la interpretó como un signo divino de que debía fundar una nueva orden religiosa dedicada al rescate de los cristianos cautivos en manos de musulmanes. Después de aquella experiencia, se retiró a meditar y orar en Cerfroid, a unos 80 km de París. Según la tradición trinitaria, allí conoció a san Félix de Valois y juntos fundaron la Orden Trinitaria y el primer monasterio de la orden en aquella población, del que Juan fue el primer superior. Poco después inició una larga serie de viajes a Túnez para rescatar cristianos cautivos dejando a san Félix a cargo del monasterio.// En esta pintura de Agustí Buades i Muntaner (s. XIX), san Juan aparece con barba oscura, un rasgo habitual en su iconografía que ayuda a diferenciarlo de san Félix, representado habitualmente como un hombre de mayor edad. Viste el hábito trinitario: túnica blanca con la cruz azul y roja sobre el pecho, símbolo de la orden, y capa negra. Sostiene un báculo en una mano, símbolo de su cargo de superior del monasterio de Cerfroid, y una bolsa en la otra. Se trata de la bolsa del dinero de los cautivos, otro de los símbolos de la Orden Trinitaria, que representa el dinero procedente de limosnas y donaciones que los trinitarios empleaban para rescatar cristianos cautivos. Este mismo símbolo aparece también en el frontal del altar.;;;;
sant_sopar.jpg;Sant Sopar;Altar del Sagrari;En el Sant Sopar, Jesús menjà per darrera vegada amb els seus apòstols i instaurà el sagrament de l’Eucaristia. Al davant de l’escultura hi apareix la figura de Jesús sostenint un pa amb una mà i beneint-lo amb l’altra abans de repartir-lo entre els apòstols. A la seva esquena, els apòstols asseguts a la taula. A l’àtic del retaule hi ha representat l’Anyell de Déu: un xotet amb una creu llarga de la qual penja una banderola on es llegeix “*Ecce Agnus Dei*” (“Aquest és l’anyell de Déu” en llatí). En les representacions del Sant Sopar, l’Anyell de Déu simbolitza Jesucrist com a víctima sacrificada pels pecats del món i connecta amb el sopar pasqual jueu, on es menjava xot. Tot l’altar, incloent-hi aquesta escultura del Sant Sopar, és contemporani de la darrera ampliació de l’església i obra de l’escultor Miquel Vadell (s. XX).;Última Cena;Altar del Sagrario;En la Última Cena, Jesús comió por última vez con sus apóstoles e instituyó el sacramento de la Eucaristía. En la parte delantera de la escultura aparece la figura de Jesús sosteniendo un pan con una mano y bendiciéndolo con la otra antes de repartirlo entre los apóstoles. A su espalda, los apóstoles sentados a la mesa.// En el ático del retablo está representado el Cordero de Dios: un cordero con una cruz larga de la que cuelga una banderola en la que se lee “*Ecce Agnus Dei*” (“Este es el Cordero de Dios” en latín). En las representaciones de la Última Cena, el Cordero de Dios simboliza a Jesucristo como víctima sacrificada por los pecados del mundo y conecta con la cena pascual judía, en la que se comía cordero. Todo el altar, incluida esta escultura de la Última Cena, es contemporáneo de la última ampliación de la iglesia y obra del escultor Miquel Vadell (s. XX).;;;;
sagrari_2.jpg;Sagrari;Altar del Sagrari;Aquest sagrari és el punt focal de l’altar del Sagrari. A la porta hi ha un xotet que simbolitza l’Anyell de Déu i representa Jesucrist com a víctima sacrificada pels pecats del món. A la part baixa del sagrari hi ha escrites en vermell les paraules en llatí que pronuncien els capellans per consagrar el pa i el vi eucarístics. Com la resta del conjunt de l’altar, aquest sagrari és contemporani de la darrera ampliació de l’església i obra de l’escultor Miquel Vadell (s. XX).;Sagrario;Altar del Sagrario;Este sagrario es el punto focal del altar del Sagrario. En la puerta aparece un cordero que simboliza al Cordero de Dios y representa a Jesucristo como víctima sacrificada por los pecados del mundo. En la parte inferior del sagrario están escritas en rojo las palabras en latín que pronuncian los sacerdotes para consagrar el pan y el vino eucarísticos. Como el resto del conjunto del altar, este sagrario es contemporáneo de la última ampliación de la iglesia y obra del escultor Miquel Vadell (s. XX).;;;;
sant_francesc_i_santa_clara.jpg;Sant Francesc d’Assís i santa Clara;Altar del Sagrari;Aquest quadre representa dos dels sants franciscans més importants. A l’esquerra hi apareix sant Francesc d’Assís (1182-1226). La seva família era rica i ell tengué una jovintut mundana i malbaratadora, però, arran d’una visió mística de Crist crucificat, canvià completament de vida, repartí el seu patrimoni entre els pobres i va fer vot de pobresa. Dos anys abans de morir, Crist li imprimí els estigmes, que procurava amagar per humilitat. Va ser el fundador de l’Orde dels Frares Menors, o Orde Franciscà, una comunitat de frares humils, mendicants i predicadors.// A la dreta hi apareix santa Clara d’Assís (1194-1253). La seva família era noble però ella, als 18 anys i després d’escoltar predicar sant Francesc, abandonà la seva família i es convertí en la primera dona seguidora del sant. Fundà amb ell l’Orde de les Germanes Pobres, conegudes com a clarisses, una comunitat de monges pobres dedicada al treball, l’oració i l’ajuda als necessitats, i redactà la regla de l’orde, convertint-se així en la primera dona autora d’una regla monàstica.// En aquesta pintura, sant Francesc és representat de la manera tradicional, com un home jove, amb barbeta i tonsura. Vesteix l’hàbit franciscà amb el cordó amb tres nusos que representen els vots de pobresa, castedat i obediència de l'orde. El color marró de l'hàbit és el que es generalitzà al segle XIX. Mostra a les mans els estigmes que li imprimí Crist. El crucifix que contempla al cel fa referència a la visió mística del Crist crucificat que el portà a la vida religiosa.// Santa Clara hi apareix vestida amb l’hàbit de les clarisses: túnica fosca, toca blanca, vel negre i cordó a la cintura. El bàcul abacial la identifica com a abadessa. La santa sosté amb les dues mans una custòdia, el seu atribut iconogràfic més característic. Segons la tradició, quan uns serraïns amenaçaren el convent on vivia, santa Clara sortí a enfrontar-s’hi portant una custòdia amb el Santíssim Sagrament, de la qual emanà una llum fortíssima que va fer fugir espantats els atacants. ;San Francisco de Asís y santa Clara;Altar del Sagrario;Esta pintura representa a dos de los santos franciscanos más importantes. A la izquierda aparece san Francisco de Asís (1182-1226). Su familia era familia rica y él tuvo una juventud mundana y derrochadora, pero, a raíz de una visión mística de Cristo crucificado, cambió completamente de vida, repartió su patrimonio entre los pobres e hizo voto de pobreza. Dos años antes de morir, Cristo le imprimió los estigmas, que procuraba ocultar por humildad. Fue el fundador de la Orden de los Frailes Menores, u Orden Franciscana, una comunidad de frailes humildes, mendicantes y predicadores.// A la derecha aparece santa Clara de Asís (1194-1253). Su familia era noble pero ella, a los 18 años y después de escuchar predicar a san Francisco, abandonó a su familia y se convirtió en la primera mujer seguidora del santo. Fundó con él la Orden de las Hermanas Pobres, conocidas como clarisas, una comunidad de monjas pobres dedicada al trabajo, la oración y la ayuda a los necesitados, y redactó la regla de la orden, convirtiéndose así en la primera mujer autora de una regla monástica.// En esta pintura, san Francisco es representado de la manera tradicional, como un hombre joven, con barba corta y tonsura. Viste el hábito franciscano con el cordón de tres nudos que representan los votos de pobreza, castidad y obediencia de la orden. El color marrón del hábito es el que se generalizó en el siglo XIX. Muestra en las manos los estigmas que Cristo le imprimió. El crucifijo que contempla en el cielo hace referencia a la visión mística de Cristo crucificado que lo llevó a la vida religiosa.// Santa Clara aparece vestida con el hábito de las clarisas: túnica oscura, toca blanca, velo negro y cordón a la cintura. El báculo abacial la identifica como abadesa. La santa sostiene con ambas manos una custodia, su atributo iconográfico más característico. Según la tradición, cuando unos sarracenos amenazaron el convento donde vivía, santa Clara salió a enfrentarse a ellos llevando una custodia con el Santísimo Sacramento, de la que emanó una luz intensísima que hizo huir despavoridos a los atacantes.;;;;
sor_francinaina_cirer_sagrari.jpeg;Beata Sor Francinaina Cirer;Altar del Sagrari;La beata Francinaina Cirer i Carbonell (1781-1855) va ser una religiosa sencellera. Filla d'una família pagesa, des de jove sentí una forta vocació religiosa, però son pare no li donà permís per ingressar en un convent. A la mort de son pare l'any 1821, reuní a casa seva una petita comunitat de dones dedicades a la pregària i a l'assistència dels pobres i malalts. L'any 1851, juntament amb les seves companyes, professà els vots de les Germanes de la Caritat, rebé l'hàbit religiós i fundà a ca seva una Casa de la Caritat dedicada a l'assistència dels malalts, a l'educació de les nines i a l'ensenyament de la doctrina cristiana. Sor Francinaina Cirer és venerada a tot Mallorca pels nombrosos miracles que s'atribueixen a la seva intercessió.//En aquest quadre, inspirat en el retrat que s'exposa a la seva casa natal de Sencelles, apareix anciana i vestida amb l'hàbit amb què tradicionalment se la representa: vestit i toca negres i pitet blanc.;Beata Sor Francinaina Cirer;Altar del Sagrario;La beata Francinaina Cirer i Carbonell (1781-1855) fue una religiosa de Sencelles. Hija de una familia campesina, desde joven sintió una fuerte vocación religiosa, pero su padre no le dio permiso para ingresar en un convento. A la muerte de su padre, en 1821, reunió en su casa a una pequeña comunidad de mujeres dedicadas a la oración y a la asistencia de los pobres y enfermos. En 1851, junto con sus compañeras, profesó los votos de las Hermanas de la Caridad, recibió el hábito religioso y fundó en su propia casa una Casa de la Caridad dedicada a la asistencia de los enfermos, a la educación de las niñas y a la enseñanza de la doctrina cristiana. Sor Francinaina Cirer es venerada en toda Mallorca por los numerosos milagros que se atribuyen a su intercesión.// En este cuadro, inspirado en el retrato que se expone en su casa natal de Sencelles, aparece anciana y vestida con el hábito con el que tradicionalmente se la representa: vestido y toca negros y pechera blanca.;;;;
sagrat_cor_de_jesus.jpg;Sagrat Cor de Jesús;Altar del Sagrat Cor;"El Sagrat Cor de Jesús simbolitza l’amor i la misericòrdia de Jesús per la humanitat, expressats en un cor que crema d’amor. En aquesta escultura apareix representat sobre el pit de Jesús amb els seus elements més característics: envoltat per una corona d’espines, com a recordatori de la Passió; en flames, símbol de l’amor ardent de Jesús per la humanitat; amb una ferida, que evoca la que li infligí el centurió Longí amb una llança, i coronat amb una creu que recorda el seu sacrifici. Jesús assenyala el seu cor amb la mà esquerra mentre beneeix els fidels amb la mà dreta. A totes dues mans mostra les ferides que li deixaren els claus en ser clavat a la creu.// Aquesta escultura va ser un donatiu del pare Jaume Rosselló, General dels Pares Missioners dels Sagrats Cors de Jesús i Maria i fill il·lustre de la vila. El retaule del Sagrat Cor que conté aquesta escultura és de mitjan segle XX.";Sagrado Corazón de Jesús;Altar del Sagrado Corazón;"El Sagrado Corazón de Jesús simboliza el amor y la misericordia de Jesús hacia la humanidad, expresados en un corazón que arde de amor. En esta escultura aparece representado sobre el pecho de Jesús con sus elementos más característicos: rodeado por una corona de espinas, como recuerdo de la Pasión; en llamas, símbolo del amor ardiente de Jesús por la humanidad; con una herida, que evoca la que le infligió el centurión Longinos con una lanza; y coronado por una cruz que recuerda su sacrificio. Jesús señala su corazón con la mano izquierda mientras bendice a los fieles con la derecha. En ambas manos muestra las heridas que dejaron los clavos al ser clavado en la cruz.// Esta escultura fue un donativo del padre Jaume Rosselló, General de los Padres Misioneros de los Sagrados Corazones de Jesús y María e hijo ilustre de la villa. El retablo del Sagrado Corazón que alberga esta escultura es de mediados del siglo XX.";;;;
sagrat_cor_de_maria.jpg;Immaculat Cor de Maria;Altar del Sagrat Cor;L’Immaculat Cor de Maria simbolitza l’amor de la Verge per Déu i per tota la humanitat. En aquesta pintura apareix representat damunt del pit de la Verge amb dos dels seus elements més característics: envoltat d’una corona de roses blanques, en referència al rosari, que simbolitza la puresa i les virtuts de Maria, i coronat amb flames, que representen l’amor ardent de la Verge envers Déu i la humanitat. Aquesta pintura, com la resta del retaule, és de mitjan segle XX.;Inmaculado Corazón de María;Altar del Sagrado Corazón;El Inmaculado Corazón de María simboliza el amor de la Virgen hacia Dios y hacia toda la humanidad. En esta pintura aparece representado sobre el pecho de la Virgen con dos de sus elementos más característicos: rodeado por una corona de rosas blancas, en referencia al rosario, que simboliza la pureza y las virtudes de María, y coronado por llamas, que representan el amor ardiente de la Virgen hacia Dios y la humanidad. Esta pintura, como el resto del retablo, es de mediados del siglo XX.;;;;
santa_gertrudis_magna.jpg;Santa Gertrudis la Gran;Altar del Sagrat Cor;Santa Gertrudis la Gran (1256-1302) va ser una teòloga alemanya i una de les místiques més importants del segle XIII. Als deu anys ingressà en el convent de Santa Maria d’Helfta. A partir dels vint-i-cinc anys va tenir un seguit de visions místiques que difongué a través de diversos tractats espirituals. A causa d’algunes d’aquestes visions i escrits, se la considera una de les iniciadores de la devoció al Sagrat Cor, que presentava com l’expressió de l’amor de Déu pels homes i refugi dels pecadors. Per exemple, en una de les seves visions, reclinà el cap sobre el pit de Jesús i escoltà el batec del seu cor. En aquell moment, sant Joan l’Evangelista li revelà que ell també l’havia sentit quan reclinà el cap sobre el pit de Jesús durant el Sant Sopar, però que no ho havia contat a l’evangeli perquè la devoció al Sagrat Cor havia estat reservada per a temps futurs, quan el món necessitàs recuperar l’amor diví.// En aquesta pintura vesteix l’hàbit de les monges benedictines: negre, amb toca blanca de pit de vorera rodona i vel negre. Tanmateix, l’orde a la qual pertanyia és objecte de discussió, ja que tant els benedictins com els cistercencs reclamen la possessió del convent de Santa Maria d’Helfta en el segle XIII. En una mà sosté un bàcul d’abadessa. Aquesta representació és molt habitual, però en realitat mai no va ser abadessa. La confusió es deu al fet que una altra santa del mateix nom, santa Gertrudis de Hackeborn, sí que va ser abadessa del seu convent.;Santa Gertrudis la Magna;Altar del Sagrado Corazón;Santa Gertrudis la Magna (1256-1302) fue una teóloga alemana y una de las místicas más importantes del siglo XIII. A los diez años ingresó en el convento de Santa María de Helfta. A partir de los veinticinco años tuvo una serie de visiones místicas que difundió a través de diversos tratados espirituales. A causa de algunas de estas visiones y escritos, se la considera una de las iniciadoras de la devoción al Sagrado Corazón, que presentaba como la expresión del amor de Dios hacia los hombres y refugio de los pecadores. Por ejemplo, en una de sus visiones, reclinó la cabeza sobre el pecho de Jesús y escuchó los latidos de su corazón. En aquel momento, san Juan Evangelista le reveló que él también los había oído cuando reclinó la cabeza sobre el pecho de Jesús durante la Última Cena, pero que no lo había contado en el evangelio porque la devoción al Sagrado Corazón había sido reservada para cuando el mundo necesitara recuperar el amor divino.// En esta pintura santa Gertrudis viste el hábito de las monjas benedictinas: negro, con toca blanca de peto de borde redondeado y velo negro. Sin embargo, la orden a la que pertenecía es objeto de discusión, ya que tanto los benedictinos como los cistercienses reclaman la posesión del convento de Santa María de Helfta en el siglo XIII. En una mano sostiene un báculo abacial. Esta representación es muy habitual, pero en realidad nunca fue abadesa. La confusión se debe a que otra santa del mismo nombre, santa Gertrudis de Hackeborn, sí fue abadesa de su convento.;;;;
santa_margalida_d'alacoque.jpg;Santa Margalida Alacoque;Altar del Sagrat Cor;Santa Margalida Alacoque (1647-1690) va ser una monja i mística francesa que impulsà la devoció al Sagrat Cor de Jesús. De ben petita ja demostrà una gran religiositat i, malgrat l’oposició de la seva família, l’any 1671 ingressà en un convent de l’Orde de la Visitació. A partir de 1673 va tenir un seguit d’aparicions de Jesús. En una d’elles, Crist li mostrà el seu Cor envoltat de flames, amb una corona d’espines i una ferida d’on manava sang, i coronat amb una creu que sorgia del seu interior, i li demanà que estengués la devoció al Sagrat Cor i que se li dedicàs com a festa el divendres de la setmana següent a la del Corpus. En una altra aparició, Crist li inspirà la pràctica de l’Hora Santa.// En aquesta pintura la santa vesteix l’hàbit de les visitandines: negre, amb toca blanca de pit de vorera quadrada i vel negre, i una petita creu pectoral. Habitualment se la representa sostenint un Sagrat Cor, però aquí contempla amb adoració el Sagrat Cor del carrer central del retaule.;Santa Margarita María de Alacoque;Altar del Sagrado Corazón;Santa Margarita María de Alacoque (1647-1690) fue una monja y mística francesa que impulsó la devoción al Sagrado Corazón de Jesús. Desde muy pequeña demostró una gran religiosidad y, pese a la oposición de su familia, en 1671 ingresó en un convento de la Orden de la Visitación. A partir de 1673 tuvo una serie de apariciones de Jesús. En una de ellas, Cristo le mostró su Corazón rodeado de llamas, con una corona de espinas y una herida de la que manaba sangre, y coronado por una cruz que surgía de su interior, y le pidió que extendiera la devoción al Sagrado Corazón y que se le dedicara como fiesta el viernes de la semana siguiente a la del Corpus. En otra aparición, Cristo le inspiró la práctica de la Hora Santa.// En esta pintura la santa viste el hábito de las visitandinas: negro, con toca blanca de peto de borde cuadrado y velo negro, y una pequeña cruz pectoral. Habitualmente se la representa sosteniendo un Sagrado Corazón, pero aquí contempla con adoración el Sagrado Corazón de la calle central del retablo.;;;;
sagrat_cor_de_maria_2.jpg;Immaculat Cor de Maria;Altar del Sagrat Cor;"L’Immaculat Cor de Maria simbolitza l’amor de la Verge per Déu i per tota la humanitat. Aquí se'l representa amb els seus elements més característics: envoltat d’una corona de roses, en referència al rosari, que simbolitza la puresa i les virtuts de Maria; travessat per una espasa, en record de la profecia del vell Simeó, qui va anunciar a Maria que una espasa travessaria la seva ànima, referint-se als dolors i patiments que patiria al costat del seu fill, i coronat amb flames, que representen l’amor ardent de la Verge envers Déu i la humanitat. D’entre aquestes flames sorgeix un lliri blanc, símbol de la virginitat de Maria. El retaule del Sagrat Cor que conté aquest dibuix és de mitjan segle XX.";Inmaculado Corazón de María;Altar del Sagrado Corazón;"El Inmaculado Corazón de María simboliza el amor de la Virgen hacia Dios y hacia toda la humanidad. Aquí aparece representado con sus elementos más característicos: rodeado por una corona de rosas, en referencia al rosario, que simboliza la pureza y las virtudes de María; atravesado por una espada, en recuerdo de la profecía del anciano Simeón, quien anunció a María que una espada atravesaría su alma, refiriéndose a los dolores y sufrimientos que padecería junto a su Hijo; y coronado por llamas, que representan el amor ardiente de la Virgen hacia Dios y la humanidad. De entre estas llamas surge un lirio blanco, símbolo de la virginidad de María. El retablo del Sagrado Corazón que contiene este dibujo es de mediados del siglo XX.";;;;
escut_vila_sc.jpg;Escut de Vilafranca;Altar del Sagrat Cor;L’escut de Vilafranca de Bonany, adoptat en el moment de la creació del municipi l’any 1813, estava format per una torre emmarcada per un templet. La torre fa referència a aquella on santa Bàrbara, patrona de la vila, va ser empresonada pel seu pare.;Escudo de Vilafranca;Altar del Sagrado Corazón;El escudo de Vilafranca de Bonany, adoptado con motivo de la creación del municipio en el año 1813, estaba formado por una torre enmarcada por un templete. La torre hace referencia a aquella en la que santa Bárbara, patrona de la villa, fue encarcelada por su padre.;;;;
pila_baptismal_nova.jpg;Pila baptismal;Baptisteri;"Pila baptismal del 1906 que substituí la pila baptismal antiga, de 1685, que es pot veure al costat del portal principal. Va ser dissenyada per Joan Miquel Sureda i Verí, marquès de Vivot i senyor de Sant Martí (qui també va ser l’autor del projecte de la façana actual de l’església de Santa Eulàlia de Palma) i tallada en marbre groc de Canyamel per Antoni Rotger. La corona una imatge de l’Anyell de Déu, en referència a les paraules pronunciades per sant Joan Baptista en el moment de batejar Jesús: ""Aquest és l'anyell de Déu, el qui lleva el pecat del món”. La banderola amb una creu llatina vermella sobre fons blanc que l’acompanya és el símbol del triomf de Jesús sobre la mort i el pecat original.";Pila bautismal;Baptisterio;Pila bautismal de 1906 que sustituyó a la antigua pila bautismal, de 1685, que puede verse junto al portal principal. Fue diseñada por Joan Miquel Sureda i Verí, marqués de Vivot y señor de Sant Martí (autor del proyecto de la actual fachada de la iglesia de Santa Eulàlia de Palma) y tallada en mármol amarillo de Canyamel por Antoni Rotger. La corona una imagen del Cordero de Dios, en referencia a las palabras pronunciadas por san Juan Bautista en el momento de bautizar a Jesús: “Este es el Cordero de Dios, el que quita el pecado del mundo”. La banderola con una cruz latina roja sobre fondo blanco que lo acompaña es el símbolo del triunfo de Jesús sobre la muerte y el pecado original.;;;;
sant_joan_babtista_babtisteri.jpg;Baptisme de Jesús;Baptisteri;"Sant Joan Baptista (s. I) va ser fill d’Isabel, cosina de la Verge Maria, i de Zacaries, a qui l’arcàngel sant Gabriel anuncià el naixement de Joan i revelà que seria el precursor del Messies. Ja d’adult, Joan dugué una vida ascètica al desert, dedicada a predicar el penediment dels pecats i a batejar en el riu Jordà a qui volgués purificar-se dels pecats en preparació per a l’arribada del Regne del Cel. Va ser en aquest context que batejà Jesucrist poc abans que aquest començàs la seva vida pública.// Aquest vitrall representa el baptisme de Jesús per sant Joan Baptista al riu Jordà. Jesús hi apareix dret dins l’aigua, mentre Joan li n’aboca sobre el cap amb una copinya. Joan sosté una creu llarga feta de canya que ens recorda que coneixia el futur martiri de Jesús; la canya amb què és feta simbolitza l’austeritat de la vida de sant Joan al desert. A la part superior de l’escena hi apareix l’Esperit Sant en forma de colom, seguint la narració que fa l’evangeli de sant Lluc d’aquest episodi.//A la part inferior del vitrall s’hi observen les armes heràldiques de les famílies Sureda (a l’esquerra) i Fortuny (a la dreta), els llinatges dels marquesos de Vivot, Joan Miquel Sureda i Bàrbara Fortuny, que finançaren l’obra del nou baptisteri construït l’any 1907.";Bautismo de Jesús;Baptisterio;"San Juan Bautista (s. I) fue hijo de Isabel, prima de la Virgen María, y de Zacarías, a quien el arcángel san Gabriel anunció el nacimiento de Juan y reveló que sería el precursor del Mesías. Ya de adulto, Juan llevó una vida ascética en el desierto, dedicada a predicar el arrepentimiento de los pecados y a bautizar en el río Jordán a quien quisiera purificarse de sus pecados en preparación para la llegada del Reino de los Cielos. Fue en este contexto que bautizó a Jesucristo poco antes de que este iniciara su vida pública.// Esta vidriera representa el bautismo de Jesús por san Juan Bautista en el río Jordán. Jesús aparece de pie dentro del agua, mientras Juan le vierte agua sobre la cabeza con una concha. Juan sostiene una cruz larga de caña que nos recuerda que conocía el futuro martirio de Jesús; la caña con la que está hecha simboliza la austeridad de la vida de san Juan en el desierto. En la parte superior de la escena aparece el Espíritu Santo en forma de paloma, siguiendo la narración que hace el evangelio de san Lucas de este episodio.// En la parte inferior de la vidriera se observan las armas heráldicas de las familias Sureda (a la izquierda) y Fortuny (a la derecha), los apellidos de los marqueses de Vivot, Joan Miquel Sureda y Bàrbara Fortuny, que financiaron la construcción del nuevo baptisterio en 1907.";;;;
creu_baptisteri.jpg;Fragment de creu gòtica;Baptisteri;Fragment d'una antiga creu monumental gòtica que presidí la plaça Major de Vilafranca. A la part frontal s'hi veuen imatges del Sant Crist a la creu, santa Bàrbara sostenint una torre, el sol i la lluna. Al darrere hi ha una imatge de sant Martí a cavall, una alzina (un “surer”, signe heràldic de la família Sureda) i unes porcions de cotó, signe heràldic de la família Cotoner.;Fragmento de cruz gótica;Baptisterio;Fragmento de una antigua cruz monumental gótica que presidía la plaza Mayor de Vilafranca. En la cara frontal aparecen imágenes del Santo Cristo en la cruz, santa Bárbara sosteniendo una torre, el sol y la luna. En la cara posterior hay una imagen de san Martín a caballo, una encina (un *“surer”*, en catalán, emblema heráldico de la familia Sureda) y unas motas de algodón (*cotó*, en catalán), emblema heráldico de la familia Cotoner.;;;;
